Insult,Date,Comment
0.30484564627631161,20120528222633Z,"""Yes, you are one sorry individual..."""
0.24738118989906627,20120602051706Z,"""Well he did fuck up the Blackwater review"""
0.23270441784790091,20120528222719Z,"""what was your record in 2010  , you dont even have a right to mention fluke"""
0.38907700205707052,20120527213523Z,"""shit was funny as hell blackman's the shit fuck all you haters"""
0.29047671675906722,20120529013546Z,"""p.s. If you don't love dogs, you are not good people."""
0.22730742517473937,20120527211256Z,"""I CAN TYPE HOW I WANNA I DONT GIVE A FUCK. I TRYNNA GET ATTENTION, I DONT GIVE A FUCK. THATS WHAT PEOPLE NEEDA KNOW BOUT ME, I DONT GIVE A FUCK LOL """
0.46027463153288095,20120531032354Z,"""You need to get laid.Doing yourself every night isn't good for the brain, as shown by your daily stupidity. I think from now I'll just ignore you, and let others show you up for the fool you are, I've got better things to do. Goodnight."""
0.26732952716003361,20120528100724Z,"""What is your point eggroll?"""
0.39537272477626706,20120531065456Z,"""Racist?  Seriously?  How stupid are you, exactly?"""
0.3672177425781708,20120601154515Z,"""Beast, you're on"""
0.24474636799731483,20120531215642Z,"""\xa0You are completely delusional."""
0.35109978011475423,20120601122739Z,"""Nacho chomping retards? Wow, how pleasant of you."""
0.3390600380906047,20120826194604Z,"""Lmao this guy is going to SUCK! All of you Giant Fg's suck too!"""
0.28005248239128089,20120601014726Z,"""Your crystal balls are cracked. """
0.3482116483387997,20120529132610Z,"""\xa0Hang on, Eduardo, what's your home address? i'll come forcefully kick \nyour door down, take over your house, if you try and kick me out, i'll \nseriously physically harm you, because as you pointed out, right to self\n defence!! I hope you realise how retarded your argument is, truely!\n\n"""
0.38543335127504147,20120823132241Z,"""They're either idiots or a$$holes. If they're idiots, you can't expect them to be rational and if they're a$$holes, you can't expect them to be civil"""
0.24166396962130243,20120603210015Z,"""Or go home and kill your wife and son then yourself\n-Chris Benoit (white guy)"""
0.44118578979745671,20120603171419Z,"""idiot if you really believe thus"""
0.43772556003818008,20120527161156Z,"""Dude, you are sick bro. """
0.26140205742601569,20120601033939Z,"""So are your jokes!!"""
0.06752223852071304,20120826115556Z,"""I wen to high school with a pen twirler. Unfortunately I never mastered it. I also can't lift one eyebrow or wiggle my ears either in tandem or singly. Obviously I'm an under achiever. """
0.25069173013134172,20120601005556Z,"""so that's the best you've got: Dude we all do it so when we kill somebody you need to just, like, get over it.\xa0 You're taking up air better used elsewhere."""
0.13752066754073997,20120826145519Z,"""\xa0""...Spending our way out of debt will not get us out of debt.\xa0 .\xa0 When only.."" -- And yet you insists on retaining or increasing the level of spending in the military? We have by far the strongest military in the world already. Our military spending is greater than the sum of the rest of the world. Are we planning to fight invaders from Mars? Or are we planning to defend Lubbock from UN troops? \n\nGive me a break. I'll take the last 4 years over the previous 8 years anytime."""
0.4182964533225848,20120527070234Z,"""I'm not in America you fool... Go eat bitch!"""
0.38571727725524746,20120529022440Z,"""Refs suck suck suck"""
0.26345609640112672,20120529210309Z,"""None. We just all are tired of your bullshit."""
0.41124310207709369,20120602123855Z,"""No back peddling. Let me repeat myself since your dumb ass got confused... ""The country's gone... It's gone!! Also,  are you calling moi, moi a dip shit?! I'm not the one buying into a covert GLAAD commercial. Dip Shit!!"""""
0.30019716074654762,20120527025258Z,"""And dare you say...."""
0.26756667341337503,20120527004722Z,"""If Afghan troops showed up outside your home, would you run away or get your gun?"""
0.14014935965442374,20120529132503Z,"""Why are you just trashing the man after he MADE the Giant's season last year?"""
0.20428111072331478,20120601223739Z,"""You've got to be joking. \xa0Have you read his old website?"""
0.23356595933329846,20120528222524Z,"""Especially Scot Haney. \xa0Always blazoning his gayness. \xa0@Fucking:disqus\xa0@faggot:disqus\xa0"""
0.35495718846355173,20120603034159Z,"""he brain dead loser. you have no idea what you are talking about. i am everything you thought you may grow up to be. a real man. instead you ended up being a little punk who hides behind his computer.\xa0 """
0.27180551103479239,20120603183735Z,"""You are too young to remember this one. ;) \n"""
0.22987603989971087,20120529073714Z,"""Long term? \nWhat the hell is long term, when you're fired after 18 months?\nGive Martinez ""a go"" - are you for real?\nDo you think about your ""comments"" before you right them?\nLOL"""
0.39566473149166043,20120528030051Z,"""pepole like me have an opinnin and i expressed it and i don't give a fuck what a jack ass like you gotta say about it"""
0.28632381081026775,20120531162431Z,"""I like your name, it suits you well.;-)"""
0.26038395737575437,20120527031050Z,"""Great--you're trying to silence women AGAIN with accusations of mental illness. This totally enhances your credibility as a totally-not-sexist-asshat.\n\nSaying ""treat people with respect and go fuck yourself if you don't"" is evidence of homicidal mania? Really? I didn't know homicidal maniacs had such deep-seated respected for humanity and pro-social values.\n\nNo. Not ""men in general."" Toward ""men who devalue, mock, try to control, shame, and otherwise marginalize women."" These are NOT the same thing. I have been VERY specific in the behavior I've been calling out."""
0.20990647488706884,20120603203232Z,"""Your announcers sound like as.s holes out of what I've heard lol"""
0.22119987437523345,20120529011113Z,"""Stop Bein a house nigga with ur pale ass....u white with black features, that european blood runnin in ur veins makin u weak son"""
0.30230765935068865,20120529160350Z,"""You're both a couple of homos."""
0.25828608951263232,20120527213654Z,"""You are an emasculated second-hand phony mother Theresa. """
0.4052393102396184,20120527070001Z,"""You dirty little man you"""
0.24330652182313503,20120528134807Z,"""man you are right on"""
0.16375111165693784,20120603201625Z,"""This will def be your wedding :) lol """
0.13970454270865681,20120601203545Z,"""HOLY SHIT DAT ASS"""
0.11888215671039165,20120826162851Z,"""i thought you were going nuts .......have a good rest big easy before the game tonite or is it this morning or is it this afternoon"""
0.14738439764412822,20120825124059Z,"""Se la legge elettorale rimane quella descritta qui sopra, al posto di un altro inutile timbro, sulla mia scheda elettorale ci metto un bel francobollo e rispedisco tutto al mittente, anzi...sarebbe bello inviarne un bel p\xf2 al Quirinale qualora a qualcuno piacesse l'idea...per quanto \xe8 grande avr\xe0 una bella cassetta della posta...capiente...\n...\nSapete cosa mi ricorda questa legge elettorale?\n...quel film con Benigni in cui lui, cameriere in un ristorante (credo), riesce abilmente a dirottare le scelte di un cliente, verso le uniche cose che\xa0 sono disponibili in cucina...\n\nRaccappricciante."""
0.33911968989080865,20120602165440Z,"""I love you and your style!"""
0.38244722011173526,20120823133001Z,"""Wow Benny, you sure like to paint with a broad brush. Talk about ignorant comments."""
0.26804222181344212,20120827022809Z,"""\xa0Funny how VZ hasn't been refining their own oil at all. It's always been foreign companies.\n\nAnd funny how idiots like you suspect sabotage where none exists."""
0.16148444836586495,20120602030511Z,"""damn man how many angry comments you going to leave? """
0.34211200770367567,20120601143322Z,"""Soros monkey, crawl back in your tent"""
0.18946691225315929,20120601154532Z,"""Because none of you guys have called someone or even txted while driving. You guys are way to harsh. kid was 17 im sure he learned his lesson and feels like shit for taking someones life. people make mistakes and he shouldn't sit in jail for a max sentence. """
0.20913393572467953,20120529013807Z,"""A lot of people are saying her spanish is fucked up, I'm sure she knows how to read and write properly in spanish. Dominicans speak a broken Spanish the same way others speak broken english or other broken languages. Her opinion is still her opinion and I agree with her ONLY in the sense that if you are Hispanic/Latino and want to represent where you are from with pride then you should take out the time to learn how to speak Spanish, especially if you weren't taught it. Otherwise you're representing a culture you know nothing about.\xa0"""
0.090954074999963455,20120826090428Z,"""Kein Wort \xfcber die ""S\xe4uberungsaktionen""die seit Wochen stattfinden ?\nBewaffnette radikalislamisten t\xf6ten,vergewaltigen und \xdcberfallen alle christlichen Gemeinden und Gemeinschaften.Die Welt sieht dabei zu und l\xe4sst weiterhin Moscheen in Europa errichten.Das ist unbegreifflich. """
0.23892049320799272,20120603085707Z,"""Your work is beautiful"""
0.44797044932715779,20120602160958Z,"""Ignorance:\xa0\nlack\xa0of\xa0knowledge,\xa0learning,\xa0information. It's okay. Its not your fault for your ignorance; nor would it be your fault if you were stupid too because that is genetic.\xa0"""
0.18721060815298063,20120529013739Z,"""Voldermort\xa0what are you doing here?"""
0.41960213661383633,20120531045732Z,"""Like your mom?"""
0.53902953114277896,20120529210036Z,"""U aint no bitch u a nigga impersonating a bitch"""
0.17212497194640791,20120528194343Z,"""Oh well. If that makes you feel better."""
0.22590516855493614,20120531021810Z,"""you are insane go get help"""
0.42419015195432258,20120826170059Z,"""Rhett6... and i would\xa0 NEVER say you're a troll"""
0.28276752194944799,20120825150021Z,"""Hahaha... Opicate, you're criticizing people's spelling and english writing, and you, yourself, misspell the word MISSPELL. Additionally, if I cared enough, I could point out many misplaced commas and awkward sentences in your little essays above. Stick to basketball commentary. As you just proved, nobody has perfect English."""
0.46489950934840957,20120603085411Z,"""Wow! And you got away with defamining a President! You are a total dick\n"""
0.37011536904743703,20120528030050Z,"""\xa0How much does George Soros pay you to suck his dick?"""
0.45154643142073608,20120528064321Z,"""under your weave, your ass is ""frizzy"" so do you hate yourself ?"""
0.37542036160054254,20120603202758Z,"""Loser! Sorry I'm not a bitch and I'll just call you out on it."""
0.53516769345725157,20120531215615Z,"""You are so rude and ignorant.   """
0.42269482835267752,20120601181719Z,"""WOW you are stupid! Packers have 13 NFL Championships."""
0.18813577694314071,20120529030303Z,"""Haven't you been watching???"""
0.24358203254727465,20120529020515Z,"""What is your problem AW"""
0.26343156315389188,20120603070938Z,"""Your not paying for a logo. Its for content.  People will complain about anything.  Thats like saying my shits to brown so Ill stick it back in my ass for a different color.  WTF???"""
0.36395411177847531,20120528225237Z,"""SO fucking sexy!!\xa0 Glad you are taking pics with your gf/wife on the sly....\n"""
0.33190816706633092,20120826220553Z,"""If it has ""nothing to do with race"", why did you hurl that one out there? \nYou're frothing, let it go. You're only hurting your own position at this point."""
0.31489963161030843,20120531011846Z,"""You are going to be a beautiful"""
0.22624376215009762,20120602191147Z,"""\xa0Yours are always spot-on, mrs008!"""
0.16268647803548297,20120601143430Z,"""You've been pwnt... again."""
0.12455127760538398,20120826210752Z,"""This is such a cute idea. I have always wanted to do this, but spices should be kept in a dark place. :( """
0.45714988749387658,20120602165344Z,"""Well you act and talk gay and like Satan, so ergo you are a demon possessed faggot. Congratulations!"""
0.43429959499164877,20120531070548Z,"""You are replying as if you are better off than lawyers. LOL. \xa0You simply don't understand the issue so STFU. \xa0You are totally a hypocrite because you interpret the law as simple layman but your simple layman's interpretation is simply pathetic and idiotic. \xa0"""
0.34711224084563164,20120529022501Z,"""Lebron sucks. If you are a stud and cant shoot over 80% from the free throw line you're trash. Can't make shots outside of 5 feet either"""
0.18839647975103022,20120603203240Z,"""you must be a jet and nets fan then"""
0.21968005821404779,20120601151126Z,"""are you still watching history channel?"""
0.49535645941419992,20120601111010Z,"""You're, not your. """
0.41079552682508136,20120531103342Z,"""Yeah.\xa0 One who LOVES Obama.\n\nYou moron."""
0.38379768378652779,20120531162850Z,"""You're crazy"""
0.35721505302865736,20120527072607Z,"""shat up nobadys listening to your fat ass"""
0.48497093762942461,20120601203455Z,"""What the fuck is wrong with u retard?"""
0.22000353142003345,20120529075656Z,"""ewwwww.freak me out why don't you !! """
0.46888136292303889,20120601143553Z,"""you libs really are dumb!"""
0.22027862913591306,20120529055949Z,"""why are you typing in 3rd person XD"""
0.25005432090570129,20120603174544Z,"""He is a convicted murderer and a hardened terrorist.\xa0 Saying he is a racist complements him and I can't believe he really knows what a racist is.\xa0\xa0 Nothing wrong with being a racist it merely means you are supportive of your heritage and beliefs."""
0.35407917840979808,20120602223410Z,"""Thank you very much for your work"""
0.24108764570575544,20120527221116Z,"""Emily you don't even like tea..."""
0.19141319294389991,20120601160534Z,"""Im going to kill you."""
0.273236857887522,20120602193003Z,"""Ochhhhh, I messed up and slept inn like a fucking stupid ass!  But it's good I just paid the over priced 550 for em!  Should get em in next week sometime!"""
0.22292435655488368,20120601150756Z,"""Draya has a child that has been taken away from her so many times and she is a stripper slore that dated Chris brown, Karreche y would you invite a woman like that in your life? Thats cause you had no choice in the matter. Chris brown is D*cking down both of yall"""
0.11174001812827962,20120529020622Z,"""\xa0@Nonstopdrivel\xa0Freaky shit is about to happen at Rourkes house!\xa0"""
0.39898457339427479,20120528200143Z,"""You're getting pretty lucky yourself bud haha"""
0.23944714358602709,20120601140535Z,"""are you roshan narayan's father? LOL"""
0.36918587553246379,20120528200034Z,"""You are wise beyond your years. """
0.43753525865300108,20120824155820Z,"""This woman is a racist, a sexist\xa0a biggot and a dumbmass."""
0.2868970163100994,20120527204747Z,"""Rosie, must you insert your homophobia into every comment stream?"""
0.2139473006980275,20120601045628Z,"""Dude, are you on reddit?"""
0.31118659921643849,20120602054504Z,"""\xa0You're funny."""
0.5118800545227028,20120601122738Z,"""You never go full retard.\xa0"""
0.27473754577069182,20120602214808Z,"""what a filthy little opportunist the photographer was.\xa0 YOU'RE IN COLLEGE...THINK! """
0.23666982712979664,20120602223407Z,"""Haha you really need to grow up."""
0.19115066143862708,20120603201517Z,"""you always have such great comments douch"""
0.22497860482939769,20120603005759Z,"""WOW you will never get it will you. NO his attorney did NOT disclose it to the court.\xa0\n\nThe judge revoked his bond because he LIED. (even you just said yourself he never revealed the money he had until AFTER he was bonded out)\n\n\nDamn your dense \xa0LOL"""
0.25968720592304229,20120601150824Z,"""dude you look like an absoulte FAGGOTTTT, true heat fan """
0.31923178278910558,20120529160100Z,"""Yours would be beter, because you don't have a beard!"""
0.19098838282630598,20120531061707Z,"""You must be on drug or welfare roll."""
0.21629515151290082,20120531032024Z,"""What, are you a Kings fan??"""
0.28663021016916279,20120527070242Z,"""hank is crying cause he gets nothing from nobody, no pussy, no man pussy, not even from him self...and there aint shit he can do about it but cry and bitch"""
0.22087538553319078,20120603202731Z,"""I don't have a\xa0response\xa0t that. \xa0I simply believe that it is not in the nature of the American voter, at least half of whom are total fucking idiots, to go back and vote for the guy they voted against last time. \xa0On average, he or she is too arrogant and ingnorant to do that. \xa0And I think the polls show that I am correct. \xa0I hope I am wrong. \xa0I still think we would have been MUCH better off with a different candidate. \xa0No one who voted for Barrett is going to vote for Walker. \xa0So now we are counting on people who voted for Walker saying, ""Gee, I was lied too and I was too stupid to recognize it. \xa0I am going to for the guy I voted against last time."" I thinks it is less likely than their voting for some other Democrat. \xa0I hope I am wrong. \xa0"""
0.35867270672227686,20120601203619Z,"""Go back to toplad, your kind aren't wanted here """
0.31942428843498583,20120527211241Z,"""He must be you'r little buddy or you would look at the facts"""
0.33314353444761496,20120601143317Z,"""if you were actually saying go away if you dont like it i'd completly agree with you. everyone has a right to their opinion. i didn't come to your board to shit talk it because obviously, I can read, and i wouldn't bother myself to read things that i wasn't interested in. however... it's one thing to post pics you like because hey, that's what pinterest is for. but it's another to just be a dick to everyone because YOU feel like they're attacking you and you need to defend yourself. it's just annoying to read that someone that supports intellectual thinking and behavior can't articulate their opinion well enough without saying something like ""go blow jesus""  or ""STFU"". and from what i'm reading you really don't think ANYONE who disagrees with you deserves respect. so it is what it is. """
0.26590020631852052,20120529163811Z,"""\xa0@Kinguin\xa0 You'd think more would miss time with dick friction burns.\xa0"""
0.18730460888184772,20120531011601Z,"""I don't get why people get so offended by shit nowadays. Who honestly gives a fuck? It's a game. People need to realize that reality is worse than this video game trailer. Bitch about something that actually matters instead of a 2min game trailer that you find ""distasteful."" Gimme a break, If I were a female I could care less. I thought the trailer was awesome. It just goes to show that Agent 47 is still a badass."""
0.2106887497638423,20120823153433Z,"""you say you believe in truth, but religion is not truth. its about as much the truth as fairytale. religion is a load of shit!!"""
0.51506087838232384,20120531215537Z,"""You are not important enough for anyone to know all that's wrong with you. I know you are a moron in your mother's basement but...."""
0.28097209051168964,20120531185723Z,"""So, are you saying your southerns can marry your cousins by gays can't? hahaha\xa0"""
0.31062547899098697,20120527065859Z,"""you sound like a heat fan"""
0.33659170724681559,20120527004450Z,"""Did it used to be part of Russia? Were they both part of the USSR? What fucking languages do they speak? Ukrainian and fucking Russian. Fuck off bitch. """
0.44326745254020877,20120603034117Z,"""That's because&nbsp; you're a moron with no hockey knowledge. <br>"""
0.18920018688832854,20120529022609Z,"""expect the two technicals those are all legit foul calls. you guys are just being bias"""
0.2829702271780597,20120528233030Z,"""If she wants any longevity she needs to shut the fuck up off the mic."""
0.40453114995847872,20120601054735Z,"""YOURE JUST MAD CAUSE YOURE POOR\n"""
0.85674595289276845,20120826040403Z,"""Gryla, you are an idiot."""
0.37097073044922968,20120531213847Z,"""You know, when you, like, you grab a woman's breast and it's... and you feel it and... it feels like a bag of sand when you're touching it."""
0.20454897538952588,20120527220946Z,"""Told you! So many uses so little time, haha"""
0.18038161246769796,20120528222810Z,"""Them cops be waiting to shoot a nigga."""
0.13642575818812044,20120603132524Z,"""\xa0agree to the fullest, he was BRED into the industry, the equivilant of a rich white kid eatin off that silver spoon, imagine wayne tryin to talk like he lived through it, yoooo i remember when i was 10 i aint had shit, then i was 11 and owned 6 boats and cars! hahaha whata jackass"""
0.41478915690887352,20120824200319Z,"""Another fantastic article from Dick Foster. Anyone who takes your writings seriously is a massive idiot."""
0.48834899133359033,20120602030410Z,"""just shut the hell up \xa0why talk shit about someone that raps better then your ass \xa0if your going to say shit about channel then dont comment fuck head go back to your piece of shit trailer back to 8 mile"""
0.57824274063078185,20120531044141Z,"""Do you have a dildo you can shove in your mouth to shut the fuck up? Little GOP whore?"""
0.15557326931946766,20120527233716Z,"""harry you even look awesome with jungle worms"""
0.32849877605006689,20120603163744Z,"""This, last night, was gorgeous. \xa0You were perfect. \xa0My cock in your face, you sucking my balls, me jacking myself off. \xa0Want. \xa0More."""
0.26274810793468206,20120601201012Z,"""\xa0You call me what ever you want. We both know you refuse to answer tough questions or get into a intelligent debate. Everyone that reads your comments know you are not smart enough to debate."""
0.91424634725810094,20120603044344Z,"""You're an idiot"""
0.39869307448613689,20120601181543Z,"""Oh, i have no doubts that i can certainly be an asshole when needed.  i just choose not to sound like a dumb redneck like yourself.  Cue the deliverance music..."""
0.043762268582437487,20120826232345Z,"""\xa0What the child wants. That`s rich, Tom. Nor do I have any real assurance that people treating homosexuality as a dysfunction are sufficient improvement over child molesters, however much I might be inclined to give them benefit of the doubt over being unintended jerks. We can do better."""
0.30327080706768744,20120528194206Z,"""when it comes to unity blacks are the WORST so all this knowledge yall dropping on here don't mean shit you all will forget about it tomorrow and start calling yourselves niggas n bitches again\n\n""aint no hope for the youth when the truth is there aint no hope for the future"" ~ Tupac"""
0.34626882071339615,20120529130950Z,"""You ain't a troll bro"""
0.40073883970502572,20120529013857Z,"""You hear that, Resistance, Fifa, and Littlebigplanet? FUCK YOU!"""
0.44607286401164342,20120827030630Z,"""You are a brainwashed piece of crap."""
0.23591557994657708,20120531043829Z,"""you are just a selfish...tum per allah ki laanat"""
0.26309946947391272,20120529160144Z,"""How can you still ""patiently"" wait man.\nI'M FUCKING IMPATIENT RIGHT NOW."""
0.23507694898401443,20120531132958Z,"""You apparently see nothing."""
0.16103496989844318,20120528171827Z,"""You really cant blame Hanley for anything on defense. BLAME HIS HITTING."""
0.42125372359974345,20120527063313Z,"""Bitch how fucking old are you?? This don't have shit to do with no teams. While silly fags like you are pulling out your hair over Sarge he's somewhere cashing\xa0checks. Do you seriously think he gives a fuck what you think of him or tranny's?? Bitch put down the Kool-Aid and grow the fuck up."""
0.19571894872649315,20120602142040Z,"""\xa0Not looking so dopey now --- you paranoid sado"""
0.10057564445499777,20120825210608Z,"""\xa0sim eles so ficam naquela mesma coisa de sempre,desde o inicio da novela pra mim nada mudou entre os dois"""
0.39665646177165409,20120602033738Z,"""duh.  I think I will call you duh from now on because you speak like a moron.  This is his life and his choice.  Not yours, or the fans or anyone elses.  """
0.23084120787247889,20120527211818Z,"""YMCMB=NiGGERS WITH MONEY. Dont hate thats why u aint rich fool."""
0.25415358872812699,20120601000651Z,"""wtf how are you so fast? -.-"""
0.6783793330509077,20120527031248Z,"""First of all it's ""you're"" you fucking idiot."""
0.39000591006869195,20120526232949Z,"""\xa0Isabelle_hunt, you're all over the place. Are you some sort of internet troll? Don't you have anything better to do with your time?"""
0.30241534920392404,20120529130615Z,"""Just cause his dumb ass didn't know to stop trying to pants her....asshole....I hope she woke up and told her Brother or Father and they beat them till they passed out...."""
0.24573071879145866,20120602030606Z,"""Are you a Saints fan?"""
0.40966663860548286,20120601162150Z,"""fuck u Dawn"""
0.17747962373570486,20120531215553Z,"""Wait wait, what are you talking about?"""
0.29591048903905776,20120603055757Z,"""I need to talk to Nathan and sneak into your house while you are away!!! ;-)"""
0.19410341794170208,20120601160307Z,"""feed him some cookies...complete mind fuck"""
0.18267875821607221,20120531144811Z,"""Give up freedom for a perceived safety and you are no longer truly free, debate it at your less free leisure.\n\nInstead of banning the super sized drinks, how about allowing the consequences of being a fat pig to fall on the fat pigs instead of the rest of us. Quit mandating seating for fat pigs under the guise of ""enlightened"" thinking emotional bs and let fat pigs suffer like they should for their weaknesses.\n\nIf anything, the biggest loser show proves most fat people are not victims of thyroid crap but their own emotional issues resulting in over eating. Bloomberg is a fool trying to outlaw symptoms in the attempt to solve the obesity problem. It will have a zero net effect because it doesn't address the actual problem.\n\nThat won't stop big brother PC types from arguing for it though. Freedom of choice until it impinges on the politically correct crowds views on life, then your freedom is righteously limited by them of course"""
0.32633818942485565,20120531070439Z,"""Your dumb. \xa0\n\nOh no predators, oogie boogie. \xa0\nI just don't get you. \xa0"""
0.30409082583031805,20120601220258Z,"""Mods don't talk to people. Figured that out as soon as you opened your mouth. """
0.23667684006703835,20120528070638Z,"""He was bout 2 fuck lil dude up for a sec then he caught himself!!!\xa0 he like thats for all that shit yu be talkn bout me in ya shows!!! ha ha"""
0.3381710314262506,20120529163503Z,"""Inside your ret.arded little brain?"""
0.19778384998427601,20120528203927Z,"""white niggas act a fool when they get drunk """
0.25366894007207208,20120531065457Z,"""Yes you are correct, and in not too disimilar packaging too."""
0.6747108267272236,20120601000655Z,"""Fucking idiot. """
0.27137578587537303,20120531153050Z,"""Nobody ""sube due""\xa0 your mother and she is a big lip watermelon eatin Baboon"""
0.316872232022332,20120602201038Z,"""so now you denying your an eagles fan? Right you talk about Jae as some fake when you should look in the mirror at the trailer trash you are."""
0.30718601584614896,20120531184839Z,"""Wow, you are most DEFINITELY still a virgin"""
0.217740396559156,20120528194251Z,"""I like you...and to me your post is monumentally silly and oddly close to the words our President is using."""
0.14392290951487358,20120529144015Z,"""In about 50 yrs when the oil is used up you people will still be sitting in a dessert having rocks for lunch killing each other. The only difference will be that nobody will give a cr@p...."""
0.62573718601463524,20120531213833Z,"""you're an ignorant COW"""
0.21509376774439037,20120531043550Z,"""C'mon dave.sharpe you are asking for a miracle with that request. ;)"""
0.23019945757126994,20120531162848Z,"""\xa0Are you going to ask first, or just have your way with it?"""
0.26481977921218525,20120601224045Z,"""Doesn't change the fact that you look like a fool for defending this murderer"""
0.3937468037531851,20120527004747Z,"""You shole lizz uhgly."""
0.46791404999189151,20120826222754Z,"""Dude, you're delusional. You may consider betting back on your meds."""
0.3625258486466294,20120527140719Z,"""Let it go, Matthew. This shit is making you look more like an asshole than usual."""
0.16502807205370562,20120528224903Z,"""We lose our freedoms, a little at a time, when we don't pay attention."""
0.18970676607566883,20120528004403Z,"""your style is certainly diverse!"""
0.657708423623657,20120527195041Z,"""i'm not picking a fight.  I'm just saying you're an idiot because you're being an idiot."""
0.28957525082302982,20120527210926Z,"""that little fat cracker wanted some of that good black pussy so he let her drive around thinking that would get him laid....\n\ngood luck poppin pills and listening to death metal til you eventually commit suicide emo-fag"""
0.225878072072352,20120601140659Z,"""Gay super hero???? Fuck this shit... DC comics released a fucking gay green lantern... Thats why I only read Conan."""
0.25379046041475822,20120528232923Z,"""You always are.\n\n"""
0.3003982567325118,20120527233520Z,"""U dad already ashamed of u cuz he dnt know if u really his son cuz your mom was sucking and fuc.king the crew back in da days..lmao...now u grew up to hate black men wit money cuz u know dsts what your mom is looking for..lol..tell her I'll pass up on dat a.ss cuz it got to many miles on it howeva she can give me some slow head...lol..lol..lol..."""
0.34026911648468455,20120528192028Z,"""Well maybe if you didn't let yourself go and pack on all those pounds."""
0.25174637946702388,20120602162127Z,"""Keep digging, your hole isn't quite deep enough yet ..\xa0"""
0.26522770402924672,20120527221105Z,"""he won't won anything all time with arsenal?? i bet you're one guys that saying it arsenal will finish outside top 4th..i hope u don't change your fucking brain when we win titles.. u brainless kid"""
0.41098404371533664,20120531185113Z,""".. no they are your hero because your stones still haven't dropped and you're too much of a girly man to pull the trigger. Put down your computer and get involved nerd boy. Don't be a pathetic loser your whole life. Strap up or S TF U."""
0.58537177503397009,20120602113132Z,"""Your comments are as retarded as you are. Typical United hater"""
0.9155112262607854,20120529103035Z,"""idiot. google the word blog, you stupid stupid idiot. """
0.21594921176282389,20120601201055Z,"""lol...what are you talking about?"""
0.21378241088420044,20120824182221Z,"""Mitt's taxes is NOTHING BUT A DISTRACTION FROM THE FAILURE OF obama.\n\nobama failed.\n\n\nobama failed\n\n\nobama failed\n\nobama failed\n\n\nFOUR YEARS is enough."""
0.25630502177036463,20120528171743Z,"""The look you wanted!"""
0.20095913733649254,20120528221443Z,"""valerie labelle are you listenin?"""
0.47605648357474628,20120529144058Z,"""Your mother was stupid for not going by the clinic"""
0.28301443805225546,20120601120411Z,"""and you are obviously a homo"""
0.17625817851679809,20120527072735Z,"""Big Bitches cant fight they just grab the other bitches hair and swing um around cuz they stronger smh they need to learn that if u dont grab hair, u can accually punch wit both ur hands LMAO"""
0.22281769603481966,20120527233756Z,"""Nice try, libs. Go down with the ship if you must, but ... the sack-of-lying-shit ship is going down."""
0.44110674500286162,20120531185610Z,"""Congrats Elisabeth, you are a semi-finalist! You can vote for your board on our Facebook page!"""
0.15219147863921795,20120824171757Z,"""The American diet has damaged Black Americans.  With the large consumption of processed, denatured foods that are full of starch and sugar, it's understandable why disease, behavioral problems, mental health and weight issues are rampant.  Let's not even talk about meat that is filled with parasites, worms, tumors, other diseases--and then shot up with antibiotics, hormones and other chemicals.   \n\nWe carry the GENETIC SIGNATURE of West and Central AfRAkans.  We are TROPICAL BLACKS.  Our diet SHOULD consist of food from the tropics.  Simple.  Our cells REQUIRE electrical and ALKALINE foods.   Look at Blacks from the tropics.  Are they overweight and stricken with health problems?  """
0.38641929631598665,20120527221112Z,"""Are you mad I don't believe ur bullshit? You fucking homo wanna be thug!"""
0.27343682788420981,20120824175502Z,"""Oh du calme on ne va pas te d\xe9porter. Il faudrait vraiment \xeatre stupide pour ne pas dire con pour parler de Cal92"""
0.20804615569861692,20120529163552Z,"""you are on to something there"""
0.73561899612019044,20120601111131Z,"""I love my bitches dumb and stupid, can you cook?"""
0.38111296417192736,20120602191200Z,"""What is your evidence that she's a painfully bad actress?  Do you know her from anything else other than <i>Twilight</i>?  Why don't you hunker on down to IMDb and see what else she's done, then come back and say something as stupid as what you said.  """
0.34999042839045069,20120529020643Z,"""you're just a broke ass.."""
0.46193353788154506,20120527070308Z,"""When you find faults in others the rest four fingers point at you. \n\n\nLearn to know how you are  more idiot than others, you will have humility else like kango you will be die being ignorant and arrogant."""
0.19206827867527376,20120528043844Z,"""100% Pure Fuckery, thx niggas keep making this music for ur children\xa0"""
0.30447038218918371,20120601151211Z,"""YOU ARE AWESOME!  CONGRATUALTIONS!"""
0.20960161480510231,20120531130024Z,"""I sure hope you are wrong about that."""
0.24105669536796343,20120601034035Z,""" Get your eyes checked! Fat is never beautiful. """
0.18347887658450798,20120825201052Z,"""Yes, kind of like Warren (Lefty) calling someone a name.....\n\n\xa0I never ""like"" comments that disparage others...\n\nMany times I even ""like"" your comments Sol..though I've never seen you ""like"" anyone yourself.....Hmmmmm\n\nTres, on the other hand is\xa0generous\xa0\nwith all...."""
0.2714313347129611,20120528225205Z,"""lol fuckin white fag think he can sing and he is black smh! he is lame! UNTALENTED PALE WHITE MAN IS NOT BLACK MAN GET OVER IT! """
0.21332221534438328,20120528004642Z,"""Too cute...that is you Jenna!\n"""
